ord_value,organism_name,organism_category
^methicillin resistant staphylococcus aureus susceptible to linezolid,staphylococcus_aureus,staphylococcus (coag +)
^methicillin resistant staphylococcus aureus susceptible to linezolid (mic=2).,staphylococcus_aureus,staphylococcus (coag +)
^methicillin resistant staphylococcus aureus susceptible to linezolid (mic=2ug/ml),staphylococcus_aureus,staphylococcus (coag +)
^methicillin resistant staphylococcus aureus two bottles,staphylococcus_aureus,staphylococcus (coag +)
^methicillin resistant staphylococcus aureus x 2,staphylococcus_aureus,staphylococcus (coag +)
^methicillin resistant staphylococcus aureus x2,staphylococcus_aureus,staphylococcus (coag +)
^methicillin susceptible staphylococcus aureus  x2,staphylococcus_aureus,staphylococcus (coag +)
^methicillin susceptible staphylococcus aureus (two aerobic resin bottles ^ submitted. no anaerobic bottles for this culture),staphylococcus_aureus,staphylococcus (coag +)
^methicillin susceptible staphylococcus aureus 2 bottles,staphylococcus_aureus,staphylococcus (coag +)
^methicillin susceptible staphylococcus aureus and,staphylococcus_aureus,staphylococcus (coag +)
^methicillin susceptible staphylococcus aureus both bottles,staphylococcus_aureus,staphylococcus (coag +)
^methicillin susceptible staphylococcus aureus in both aerobic bottles,staphylococcus_aureus,staphylococcus (coag +)
^methicillin susceptible staphylococcus aureus in both bottles with antibiotic ^ removal resin,staphylococcus_aureus,staphylococcus (coag +)
^methicillin susceptible staphylococcus aureus is susceptible to linezolid,staphylococcus_aureus,staphylococcus (coag +)
"^methicillin susceptible staphylococcus aureus linezolid susceptible, mic = 0.38 ^ mcg/ml",staphylococcus_aureus,staphylococcus (coag +)
^methicillin susceptible staphylococcus aureus no 1 and no 2.,staphylococcus_aureus,staphylococcus (coag +)
^methicillin susceptible staphylococcus aureus no1,staphylococcus_aureus,staphylococcus (coag +)
^methicillin susceptible staphylococcus aureus no2,staphylococcus_aureus,staphylococcus (coag +)
^methicillin susceptible staphylococcus aureus one strain,staphylococcus_aureus,staphylococcus (coag +)
^methicillin susceptible staphylococcus aureus strain 1 linezolid mic 3.0 ^ susceptible,staphylococcus_aureus,staphylococcus (coag +)
^methicillin susceptible staphylococcus aureus strain 2 linezolid mic 3.0 ^ suscepible,staphylococcus_aureus,staphylococcus (coag +)
^methicillin susceptible staphylococcus aureus susceptible to cefazolin and ^ methicillin,staphylococcus_aureus,staphylococcus (coag +)
^methicillin susceptible staphylococcus aureus x2,staphylococcus_aureus,staphylococcus (coag +)
"1,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"1,200 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"1,300 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"1,500 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"1,800 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"10,000  methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"10,000 cgt methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"10,000 cgt methicillin susceptible staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"10,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"10,000 methicillin resistant staphylococcus aureus gram positive cocci",staphylococcus_aureus,staphylococcus (coag +)
"10,000 methicillin resistant staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"10,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"10,000 methicillin susceptible staphylococcus aureus strain 1",staphylococcus_aureus,staphylococcus (coag +)
"10,000 methicillin susceptible staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"10,000 methicillin susceptible staphylococcus aureus strain 3",staphylococcus_aureus,staphylococcus (coag +)
100 methicillin resistant staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
100 methicillin susceptible staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
"100,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"100,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"100,000 methicillin susceptible staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
1000 methicillin resistant staphylococcus aureus strain 2,staphylococcus_aureus,staphylococcus (coag +)
1000 methicillin resistant staphylococcus aureus strain 3,staphylococcus_aureus,staphylococcus (coag +)
1000 methicillin susceptible staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
1000 methicillin susceptible staphylococcus aureus strain 2,staphylococcus_aureus,staphylococcus (coag +)
10000 methicillin resistant staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
10000 methicillin susceptible staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
"11,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"11,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"110,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"110,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
1100 methicillin susceptible staphylococcus aureus strain 1,staphylococcus_aureus,staphylococcus (coag +)
"12,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"120,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"120,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"120,000 methicillin susceptible staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
1200 methicillin susceptible staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
1200 methicillin susceptible staphylococcus aureus strain 2,staphylococcus_aureus,staphylococcus (coag +)
"13,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"130,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"130,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"130,000 methicillin susceptible staphylococcus aureus strain 1",staphylococcus_aureus,staphylococcus (coag +)
"130,000 methicillin susceptible staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"14,000 methicillin resistant staphylococcus aureus strain 1",staphylococcus_aureus,staphylococcus (coag +)
"140,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"140,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"15,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"150,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"150,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"150,000 methicillin susceptible staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"16,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"160,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"160,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"170,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"170,000 methicillin resistant staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"170,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"170,000 methicillin susceptible staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"18,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"180,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"190,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"2,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"2,100 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"20,000 cgt methicillin susceptible staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"20,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"20,000 methicillin resistant staphylococcus aureus strain 1",staphylococcus_aureus,staphylococcus (coag +)
"20,000 methicillin resistant staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"20,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"20,000 methicillin susceptible staphylococcus aureus strain 1",staphylococcus_aureus,staphylococcus (coag +)
"20,000 methicillin susceptible staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"20,000 methicillin susceptible staphylococcus aureus strain 3",staphylococcus_aureus,staphylococcus (coag +)
200 methicillin susceptible staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
"200,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"200,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"200,000 methicillin susceptible staphylococcus aureus strain 1",staphylococcus_aureus,staphylococcus (coag +)
2000 methicillin resistant staphylococcus aureus strain 1,staphylococcus_aureus,staphylococcus (coag +)
20000 methicillin resistant staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
20000 methicillin susceptible staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
"210,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"220,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"220,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"220,000 methicillin susceptible staphylococcus aureus strain 1",staphylococcus_aureus,staphylococcus (coag +)
2200 methicillin susceptible staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
"230,000 cgt methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"230,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"230,000 methicillin susceptible staphylococcus aureus strain 1",staphylococcus_aureus,staphylococcus (coag +)
"230,000 staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"24,000 methicillin resistant staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"240,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"240,000 methicillin resistant staphylococcus aureus strain 1",staphylococcus_aureus,staphylococcus (coag +)
"240,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"240,000 staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"250,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"250,000 methicillin susceptible staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"260,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"270,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
270000 methicillin susceptible staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
"280,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"29,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"290,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"290,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"3,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"3,000 methicillin susceptible staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"30,000 cgt methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"30,000 cgt methicillin resistant staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"30,000 cgt methicillin susceptible staphylococcus aureus strain 1",staphylococcus_aureus,staphylococcus (coag +)
"30,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"30,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"30,000 methicillin susceptible staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"30,000 methicillin susceptible staphylococcus aureus strain 3",staphylococcus_aureus,staphylococcus (coag +)
300 methicillin resistant staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
"300,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"300,000 methicillin resistant staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"300,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
30000 methicillin resistant staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
30000 methicillin susceptible staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
"310,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"32,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"33,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"330,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"340,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"35,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"35,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"350,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"36,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"37,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"37,000 methicillin susceptible staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"370,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"380,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"4,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"4,000 methicillin susceptible staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"40,000 cfu methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"40,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"40,000 methicillin resistant staphylococcus aureus strain 1",staphylococcus_aureus,staphylococcus (coag +)
"40,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"40,000 methicillin susceptible staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"400,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"400,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
4000 methicillin resistant staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
40000 methicillin susceptible staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
"410,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"420,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"420,000 methicillin susceptible staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
420000 methicillin susceptible staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
"430,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"440,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"450,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"450,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
45000 methicillin resistant staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
"460,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"47,000 methicillin resistant staphylococcus aureus strain 1",staphylococcus_aureus,staphylococcus (coag +)
"480,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"5,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"50,000 cgt methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"50,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"50,000 methicillin resistant staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"50,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"50,000 methicillin susceptible staphylococcus aureus strain 1",staphylococcus_aureus,staphylococcus (coag +)
"50,000 methicillin susceptible staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"500,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"500,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"500,000 methicillin susceptible staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
5000 methicillin resistant staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
"52,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"520,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"53,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"540,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"550,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"550,000 methicillin susceptible staphylococcus aureus strain 1",staphylococcus_aureus,staphylococcus (coag +)
"580,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"6,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"60,000 cgt methicillin susceptible staphylococcus aureus strain 1",staphylococcus_aureus,staphylococcus (coag +)
"60,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"60,000 methicillin resistant staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"60,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"600,000 methicillin susceptible staphylococcus aureus strain 1",staphylococcus_aureus,staphylococcus (coag +)
6000 methicillin resistant staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
6000 methicillin susceptible staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
"620,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"640,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"650,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"670,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"68,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"680,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"7,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"7,500 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"70,000 cgt methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"70,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"70,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"70,000 methicillin susceptible staphylococcus aureus strain 1",staphylococcus_aureus,staphylococcus (coag +)
"70,000 methicillin susceptible staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
700 methicillin resistant staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
"700,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"720,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"720,000 methicillin susceptible staphylococcus aureus strain 1",staphylococcus_aureus,staphylococcus (coag +)
"780,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
7900 methicillin resistant staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
"80,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"80,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
800 methicillin resistant staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
"800,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"800,000 methicillin resistant staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
"800,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
80000 methicillin resistant staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
80000 methicillin susceptible staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
"850,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"850,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"86,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"9,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"90,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"90,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"90,000 methicillin susceptible staphylococcus aureus strain 1",staphylococcus_aureus,staphylococcus (coag +)
"90,000 methicillin susceptible staphylococcus aureus strain 2",staphylococcus_aureus,staphylococcus (coag +)
900 methicillin susceptible staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
90000 methicillin resistant staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
"96,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"970,000 methicillin susceptible staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
"990,000 methicillin resistant staphylococcus aureus",staphylococcus_aureus,staphylococcus (coag +)
methicillin resistant staph aureus (mrsa),staphylococcus_aureus,staphylococcus (coag +)
methicillin resistant staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
methicillin resistant staphylococcus aureus (mrsa),staphylococcus_aureus,staphylococcus (coag +)
methicillin resistant staphylococcus aureus staphylococcus aureus strain 2,staphylococcus_aureus,staphylococcus (coag +)
methicillin resistant staphylococcus aureus strain 1,staphylococcus_aureus,staphylococcus (coag +)
methicillin resistant staphylococcus aureus strain 2,staphylococcus_aureus,staphylococcus (coag +)
methicillin resistant staphylococcus aureus strain 3,staphylococcus_aureus,staphylococcus (coag +)
methicillin resistant staphylococcus aureus strain 4,staphylococcus_aureus,staphylococcus (coag +)
methicillin susceptible staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
methicillin susceptible staphylococcus aureus strain 1,staphylococcus_aureus,staphylococcus (coag +)
methicillin susceptible staphylococcus aureus strain 2,staphylococcus_aureus,staphylococcus (coag +)
methicillin susceptible staphylococcus aureus strain 3,staphylococcus_aureus,staphylococcus (coag +)
staph aureus,staphylococcus_aureus,staphylococcus (coag +)
staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
staphylococcus aureus methicillin (oxacillin) resistant (mdro),staphylococcus_aureus,staphylococcus (coag +)
staphylococcus aureus methicillin sensitive,staphylococcus_aureus,staphylococcus (coag +)
staphylococcus aureus methicillin susceptible staphylococcus aureus,staphylococcus_aureus,staphylococcus (coag +)
staphylococcus aureus strain 1,staphylococcus_aureus,staphylococcus (coag +)
staphylococcus aureus strain 2,staphylococcus_aureus,staphylococcus (coag +)
staphylococcus aureus confirmed,staphylococcus_aureus,staphylococcus (coag +)
staphylococcus aureus confirmed methicillin resistant staph. aureus,staphylococcus_aureus,staphylococcus (coag +)
staphylococcus aureus confirmed methicillin susceptible staph. aureus,staphylococcus_aureus,staphylococcus (coag +)
staphylococcus aureus confirmed methicillin susceptible staph. aureus previously identified,staphylococcus_aureus,staphylococcus (coag +)
staphylococcus aureus previously identified,staphylococcus_aureus,staphylococcus (coag +)
staphylococcus aureus probable,staphylococcus_aureus,staphylococcus (coag +)
staphylococcus staph. aureus probable,staphylococcus_aureus,staphylococcus (coag +)
staphylococcus auricularis,staphylococcus_auricularis,staphylococcus (coag +)
staphylococcus intermedius,staphylococcus_intermedius,staphylococcus (coag +)
staphylococcus intermedius group,staphylococcus_intermedius,staphylococcus (coag +)
staphylococcus intermedius/pseudintermedius,staphylococcus_intermedius,staphylococcus (coag +)
staphylococcus pseudintermedius,staphylococcus_pseudintermedius,staphylococcus (coag +)
staph epidermidis,staph_epidermidis,staphylococcus (coag -)
staph lugdunensis,staph_lugdunensis,staphylococcus (coag -)
staph. coagulase-neg probable,staphyloccous_coagneg,staphylococcus (coag -)
"10,000 staphylococcus capitis",staphylococcus_capitis,staphylococcus (coag -)
"100,000 staphylococcus capitis",staphylococcus_capitis,staphylococcus (coag -)
"120,000 staphylococcus capitis",staphylococcus_capitis,staphylococcus (coag -)
"20,000 staphylococcus capitis",staphylococcus_capitis,staphylococcus (coag -)
"30,000 staphylococcus capitis",staphylococcus_capitis,staphylococcus (coag -)
"50,000 staphylococcus capitis",staphylococcus_capitis,staphylococcus (coag -)
"70,000 staphylococcus capitis",staphylococcus_capitis,staphylococcus (coag -)
staphylococcus capitis,staphylococcus_capitis,staphylococcus (coag -)
staphylococcus capitis bottle 1,staphylococcus_capitis,staphylococcus (coag -)
staphylococcus capitis strain 1,staphylococcus_capitis,staphylococcus (coag -)
staphylococcus capitis strain 2,staphylococcus_capitis,staphylococcus (coag -)
"10,000 staphylococcus caprae",staphylococcus_caprae,staphylococcus (coag -)
"20,000 staphylococcus caprae",staphylococcus_caprae,staphylococcus (coag -)
staphylococcus caprae,staphylococcus_caprae,staphylococcus (coag -)
staphylococcus coagulase-negative further identified as staphylococcus caprae,staphylococcus_caprae,staphylococcus (coag -)
staphylococcus carnosus,staphylococcus_carnosus,staphylococcus (coag -)
coagulase-negative staphylococcus,staphylococcus_coagneg,staphylococcus (coag -)
^coagulase negative staphylococcus species  mycolytic bottle x2,staphylococcus_coagneg,staphylococcus (coag -)
^coagulase negative staphylococcus species  x2,staphylococcus_coagneg,staphylococcus (coag -)
^coagulase negative staphylococcus species and,staphylococcus_coagneg,staphylococcus (coag -)
^coagulase negative staphylococcus species in 2 anaerobic bottles.,staphylococcus_coagneg,staphylococcus (coag -)
^coagulase negative staphylococcus species in both anaerobic bottles,staphylococcus_coagneg,staphylococcus (coag -)
^coagulase negative staphylococcus species no1 and no2,staphylococcus_coagneg,staphylococcus (coag -)
^coagulase negative staphylococcus species strain 1 1,staphylococcus_coagneg,staphylococcus (coag -)
"^coagulase negative staphylococcus species tetracycline mic 2.0 susceptible, ^ linezolid mic 2.0 susceptible",staphylococcus_coagneg,staphylococcus (coag -)
^coagulase negative staphylococcus species two anaerobic bottles in this culture,staphylococcus_coagneg,staphylococcus (coag -)
^coagulase negative staphylococcus species x 2,staphylococcus_coagneg,staphylococcus (coag -)
^coagulase negative staphylococcus species x2,staphylococcus_coagneg,staphylococcus (coag -)
"10,000  coagulase negative staphylococcus species",staphylococcus_coagneg,staphylococcus (coag -)
"10,000 cgt coagulase negative staphylococcus species",staphylococcus_coagneg,staphylococcus (coag -)
"10,000 coagulase negative staphylococcus species",staphylococcus_coagneg,staphylococcus (coag -)
10.000 coagulase negative staphylococcus species,staphylococcus_coagneg,staphylococcus (coag -)
