ord_value,organism_name,organism_category,,
"220,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"220,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"220,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 1",staphylococcus_aureus,Staphylococcus (coag +),,
2200 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
"230,000 CGT METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"230,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"230,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 1",staphylococcus_aureus,Staphylococcus (coag +),,
"230,000 STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"24,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS STRAIN 2",staphylococcus_aureus,Staphylococcus (coag +),,
"240,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"240,000 STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"250,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"250,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 2",staphylococcus_aureus,Staphylococcus (coag +),,
"260,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"270,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
270000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
"280,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"29,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"290,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"290,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"3,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"30,000 CGT METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"30,000 CGT METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS STRAIN 2",staphylococcus_aureus,Staphylococcus (coag +),,
"30,000 CGT METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 1",staphylococcus_aureus,Staphylococcus (coag +),,
"30,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"30,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"30,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 2",staphylococcus_aureus,Staphylococcus (coag +),,
"30,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 3",staphylococcus_aureus,Staphylococcus (coag +),,
300 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
"300,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"300,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS STRAIN 2",staphylococcus_aureus,Staphylococcus (coag +),,
"300,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
30000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
30000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
"310,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"32,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"33,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"330,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"340,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"35,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"35,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"350,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"36,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"37,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"37,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 2",staphylococcus_aureus,Staphylococcus (coag +),,
"370,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"380,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"4,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"4,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 2",staphylococcus_aureus,Staphylococcus (coag +),,
"40,000 CFU METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"40,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"40,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"40,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 2",staphylococcus_aureus,Staphylococcus (coag +),,
"400,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"400,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
4000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
40000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
"410,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"420,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"420,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 2",staphylococcus_aureus,Staphylococcus (coag +),,
420000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
"430,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"440,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"450,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"450,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
45000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
"460,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"47,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS STRAIN 1",staphylococcus_aureus,Staphylococcus (coag +),,
"480,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"5,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"50,000 CGT METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"50,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"50,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS STRAIN 2",staphylococcus_aureus,Staphylococcus (coag +),,
"50,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"50,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 1",staphylococcus_aureus,Staphylococcus (coag +),,
"50,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 2",staphylococcus_aureus,Staphylococcus (coag +),,
"500,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"500,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"500,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 2",staphylococcus_aureus,Staphylococcus (coag +),,
5000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
"52,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"520,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"53,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"540,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"550,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"550,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 1",staphylococcus_aureus,Staphylococcus (coag +),,
"580,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"6,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"60,000 CGT METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 1",staphylococcus_aureus,Staphylococcus (coag +),,
"60,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"60,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS STRAIN 2",staphylococcus_aureus,Staphylococcus (coag +),,
"60,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"600,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 1",staphylococcus_aureus,Staphylococcus (coag +),,
6000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
6000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
"620,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"640,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"650,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"670,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"68,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"680,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"7,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"7,500 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"70,000 CGT METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"70,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"70,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"70,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 1",staphylococcus_aureus,Staphylococcus (coag +),,
"70,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 2",staphylococcus_aureus,Staphylococcus (coag +),,
700 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
"700,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"720,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"720,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 1",staphylococcus_aureus,Staphylococcus (coag +),,
"780,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
7900 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
"80,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"80,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
800 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
"800,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"800,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS STRAIN 2",staphylococcus_aureus,Staphylococcus (coag +),,
"800,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
80000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
80000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
"850,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"850,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"86,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"9,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"90,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"90,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"90,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 1",staphylococcus_aureus,Staphylococcus (coag +),,
"90,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 2",staphylococcus_aureus,Staphylococcus (coag +),,
900 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
90000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
"96,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"970,000 METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
"990,000 METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS",staphylococcus_aureus,Staphylococcus (coag +),,
METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS STAPHYLOCOCCUS AUREUS STRAIN 2,staphylococcus_aureus,Staphylococcus (coag +),,
METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS STRAIN 1,staphylococcus_aureus,Staphylococcus (coag +),,
METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS STRAIN 2,staphylococcus_aureus,Staphylococcus (coag +),,
METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS STRAIN 3,staphylococcus_aureus,Staphylococcus (coag +),,
METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS STRAIN 4,staphylococcus_aureus,Staphylococcus (coag +),,
METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 1,staphylococcus_aureus,Staphylococcus (coag +),,
METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 2,staphylococcus_aureus,Staphylococcus (coag +),,
METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS STRAIN 3,staphylococcus_aureus,Staphylococcus (coag +),,
STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
STAPHYLOCOCCUS AUREUS METHICILLIN (OXACILLIN) RESISTANT (MDRO),staphylococcus_aureus,Staphylococcus (coag +),,
STAPHYLOCOCCUS AUREUS METHICILLIN SENSITIVE,staphylococcus_aureus,Staphylococcus (coag +),,
STAPHYLOCOCCUS AUREUS METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS,staphylococcus_aureus,Staphylococcus (coag +),,
STAPHYLOCOCCUS AUREUS STRAIN 1,staphylococcus_aureus,Staphylococcus (coag +),,
STAPHYLOCOCCUS AUREUS STRAIN 2,staphylococcus_aureus,Staphylococcus (coag +),,
STAPHYLOCOCCUS PSEUDINTERMEDIUS,staphylococcus_pseudintermedius,Staphylococcus (coag +),,
" 10,000 COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES",staphylococcus_coagneg,Staphylococcus (coag-),,
" 100,000 COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES",staphylococcus_coagneg,Staphylococcus (coag-),,
" 20,000  COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES",staphylococcus_coagneg,Staphylococcus (coag-),,
" 20,000 COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES",staphylococcus_coagneg,Staphylococcus (coag-),,
" 270,000 COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES",staphylococcus_coagneg,Staphylococcus (coag-),,
" 30,000 COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES",staphylococcus_coagneg,Staphylococcus (coag-),,
" 30,000 STAPHYLOCOCCUS LUGDUNENSIS",staphylococcus_lugdunensis,Staphylococcus (coag-),,
" 40,000 COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES",staphylococcus_coagneg,Staphylococcus (coag-),,
" 50,000 COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES",staphylococcus_coagneg,Staphylococcus (coag-),,
^COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES  MYCOLYTIC BOTTLE X2,staphylococcus_coagneg,Staphylococcus (coag-),,
^COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES  X2,staphylococcus_coagneg,Staphylococcus (coag-),,
^COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES AND,staphylococcus_coagneg,Staphylococcus (coag-),,
^COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES IN 2 ANAEROBIC BOTTLES.,staphylococcus_coagneg,Staphylococcus (coag-),,
^COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES IN BOTH ANAEROBIC BOTTLES,staphylococcus_coagneg,Staphylococcus (coag-),,
^COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES NO1 AND NO2,staphylococcus_coagneg,Staphylococcus (coag-),,
^COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES STRAIN 1 1,staphylococcus_coagneg,Staphylococcus (coag-),,
"^COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES TETRACYCLINE MIC 2.0 SUSCEPTIBLE, ^ LINEZOLID MIC 2.0 SUSCEPTIBLE",staphylococcus_coagneg,Staphylococcus (coag-),,
^COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES TWO ANAEROBIC BOTTLES IN THIS CULTURE,staphylococcus_coagneg,Staphylococcus (coag-),,
^COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES X 2,staphylococcus_coagneg,Staphylococcus (coag-),,
^COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES X2,staphylococcus_coagneg,Staphylococcus (coag-),,
"^STAPHYLOCOCCUS EPIDERMIDIS 1, 2, 3.",staphylococcus_epidermidis,Staphylococcus (coag-),,
^STAPHYLOCOCCUS EPIDERMIDIS STRAIN 2 AND,staphylococcus_epidermidis,Staphylococcus (coag-),,
^STAPHYLOCOCCUS HOMINIS NO 1 & 2,staphylococcus_hominis,Staphylococcus (coag-),,
^STAPHYLOCOCCUS HOMINIS X2,staphylococcus_hominis,Staphylococcus (coag-),,
^STAPHYLOCOCCUS LUGDUNENSIS TIMES 2,staphylococcus_lugdunensis,Staphylococcus (coag-),,
"1,000 STAPHYLOCOCCUS EPIDERMIDIS",staphylococcus_epidermidis,Staphylococcus (coag-),,
"10,000  COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES",staphylococcus_coagneg,Staphylococcus (coag-),,
"10,000 CGT COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES",staphylococcus_coagneg,Staphylococcus (coag-),,
"10,000 CGT STAPHYLOCOCCUS EPIDERMIDIS",staphylococcus_epidermidis,Staphylococcus (coag-),,
"10,000 COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES",staphylococcus_coagneg,Staphylococcus (coag-),,
"10,000 STAPHYLOCOCCUS CAPITIS",staphylococcus_capitis ,Staphylococcus (coag-),,
"10,000 STAPHYLOCOCCUS CAPRAE",staphylococcus_caprae,Staphylococcus (coag-),,
"10,000 STAPHYLOCOCCUS EPIDERMIDIS",staphylococcus_epidermidis,Staphylococcus (coag-),,
"10,000 STAPHYLOCOCCUS HAEMOLYTICUS",staphylococcus_haemolyticus,Staphylococcus (coag-),,
"10,000 STAPHYLOCOCCUS HOMINIS",staphylococcus_hominis,Staphylococcus (coag-),,
"10,000 STAPHYLOCOCCUS LUGDUNENSIS",staphylococcus_lugdunensis,Staphylococcus (coag-),,
"10,000 STAPHYLOCOCCUS SAPROPHYTICUS",staphylococcus_saprophyticus ,Staphylococcus (coag-),,
"10,000 STAPHYLOCOCCUS SIMULANS",staphylococcus_simulans,Staphylococcus (coag-),,
"10,000 STAPHYLOCOCCUS WARNERI",staphylococcus_warneri,Staphylococcus (coag-),,
10.000 COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES,staphylococcus_coagneg,Staphylococcus (coag-),,
"100,000 STAPHYLOCOCCUS CAPITIS",staphylococcus_capitis,Staphylococcus (coag-),,
"100,000 STAPHYLOCOCCUS EPIDERMIDIS",staphylococcus_epidermidis,Staphylococcus (coag-),,
"100,000 STAPHYLOCOCCUS EPIDERMIDIS STRAIN 2",staphylococcus_epidermidis,Staphylococcus (coag-),,
"100,000 STAPHYLOCOCCUS LUGDUNENSIS",staphylococcus_lugdunensis,Staphylococcus (coag-),,
10000 COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES,staphylococcus_coagneg,Staphylococcus (coag-),,
10000 STAPHYLOCOCCUS EPIDERMIDIS,staphylococcus_epidermidis,Staphylococcus (coag-),,
10000 STAPHYLOCOCCUS HOMINIS,staphylococcus_hominis,Staphylococcus (coag-),,
"110,000 CGT COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES",staphylococcus_coagneg,Staphylococcus (coag-),,
"110,000 COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES",staphylococcus_coagneg,Staphylococcus (coag-),,
"110,000 STAPHYLOCOCCUS EPIDERMIDIS STRAIN 1",staphylococcus_epidermidis,Staphylococcus (coag-),,
"120,000 COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES STRAIN 1",staphylococcus_coagneg,Staphylococcus (coag-),,
"120,000 COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES STRAIN 2",staphylococcus_coagneg,Staphylococcus (coag-),,
"120,000 STAPHYLOCOCCUS CAPITIS",staphylococcus_capitis,Staphylococcus (coag-),,
"130,000 CGT COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES STRAIN 1",staphylococcus_coagneg,Staphylococcus (coag-),,
"130,000 COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES",staphylococcus_coagneg,Staphylococcus (coag-),,
"130,000 STAPHYLOCOCCUS EPIDERMIDIS",staphylococcus_epidermidis,Staphylococcus (coag-),,
"130,000 STAPHYLOCOCCUS HAEMOLYTICUS",staphylococcus_haemolyticus,Staphylococcus (coag-),,
"130,000 STAPHYLOCOCCUS LUGDUNENSIS",staphylococcus_lugdunensis,Staphylococcus (coag-),,
"140,000 STAPHYLOCOCCUS EPIDERMIDIS",staphylococcus_epidermidis,Staphylococcus (coag-),,
"140,000 STAPHYLOCOCCUS HAEMOLYTICUS",staphylococcus_haemolyticus,Staphylococcus (coag-),,
"140,000 STAPHYLOCOCCUS SIMULANS",staphylococcus_simulans,Staphylococcus (coag-),,
"150,000 COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES",staphylococcus_coagneg,Staphylococcus (coag-),,
"160,000 STAPHYLOCOCCUS EPIDERMIDIS STRAIN 2",staphylococcus_epidermidis,Staphylococcus (coag-),,
"170,000 COAGULASE NEGATIVE STAPHYLOCOCCUS SPECIES",staphylococcus_coagneg,Staphylococcus (coag-),,
