position_category,position_name,n,site
prone,Lying left side;Prone;Reverse Trendelenburg,128,JHU
prone,Head left;Lying right side;Prone;Reverse Trendelenburg,127,JHU
prone,Head right;Pillow support;Prone;Reverse Trendelenburg,126,JHU
prone,HOB equal/greater than 30 degrees;Prone,120,JHU
prone,Lying right side;Prone;Reverse Trendelenburg,115,JHU
prone,Left lateral;Prone,113,JHU
prone,Right lateral;Prone,106,JHU
prone,Prone;Reverse Trendelenburg;Lying right side,105,JHU
prone,Prone;Head left;Reverse Trendelenburg,104,JHU
prone,Prone;Lying right side;Reverse Trendelenburg,102,JHU
prone,Prone;Left lateral;Reverse Trendelenburg,99,JHU
prone,Prone;Lying left side;Reverse Trendelenburg,98,JHU
prone,Prone;Reverse Trendelenburg;Lying left side,97,JHU
prone,PRONE head repositioned,96,JHU
prone,Prone;Lying right side;Head left,96,JHU
prone,Prone;Lying left side;Head right,95,JHU
prone,Prone;Head right;Reverse Trendelenburg,94,JHU
prone,Prone;Right lateral;Reverse Trendelenburg,90,JHU
prone,Left lateral;Prone;Reverse Trendelenburg,81,JHU
prone,Right lateral;Prone;Reverse Trendelenburg,75,JHU
prone,Prone;Pillow support;Lying left side,72,JHU
prone,Prone;Head left;Lying right side,68,JHU
prone,Prone;Head right;Lying left side,67,JHU
prone,Lying down;HOB equal/greater than 30 degrees;Prone,62,JHU
prone,Prone;Trendelenburg,62,JHU
prone,Prone;HOB less than 30 degrees,61,JHU
prone,Prone;Lying right side;Head left;Reverse Trendelenburg,61,JHU
prone,Prone;Lying down,60,JHU
prone,Prone;Lying left side;Head right;Reverse Trendelenburg,60,JHU
prone,Head right;Lying left side;Pillow support;Prone;Reverse Trendelenburg,51,JHU
prone,Prone;Pillow support;Lying right side,51,JHU
prone,Head right;Lying right side;Prone;Reverse Trendelenburg,48,JHU
prone,Reverse Trendelenburg;Prone;Pillow support,48,JHU
prone,Head right;Prone;Reverse Trendelenburg;Pillow support,47,JHU
prone,Proned,47,JHU
prone,Head left;Lying left side;Prone;Reverse Trendelenburg,46,JHU
prone,Prone;Lying left side;Other (Comment),46,JHU
prone,HOB flat;Prone;Reverse Trendelenburg,45,JHU
prone,Prone;Pillow support;Other (Comment),45,JHU
prone,Lying down;Prone;Reverse Trendelenburg,44,JHU
prone,HOB less than 30 degrees;Prone,43,JHU
prone,proned,43,JHU
prone,prone head turn,42,JHU
prone,Prone;Reverse Trendelenburg;Lying left side;Head right,41,JHU
prone,Turns self;Prone;Pillow support,41,JHU
prone,Head left;Lying right side;Pillow support;Prone;Reverse Trendelenburg,40,JHU
prone,Lying left side;Pillow support;Prone,40,JHU
prone,Prone;Head left;Lying right side;Reverse Trendelenburg,40,JHU
prone,Right lateral;HOB equal/greater than 30 degrees;Prone;Reverse Trendelenburg,40,JHU
prone,Head left;Prone;Reverse Trendelenburg;Pillow support,39,JHU
prone,Prone;Other (comment),38,JHU
prone,Prone;Reverse Trendelenburg;HOB equal/greater than 30 degrees,38,JHU
prone,Prone;Reverse Trendelenburg;Pillow support;Head left,38,JHU
prone,Prone;Pillow support;Head right,37,JHU
prone,pt proned,37,JHU
prone,Left lateral;HOB equal/greater than 30 degrees;Prone;Reverse Trendelenburg,36,JHU
prone,Prone;Reverse Trendelenburg;Lying right side;Head left,36,JHU
prone,Lying left side;Prone;Pillow support,35,JHU
prone,Lying right side;Prone;Pillow support,35,JHU
prone,Prone;Pillow support;Head left,35,JHU
prone,Lying right side;Pillow support;Prone,34,JHU
prone,Prone;Lying right side;Other (Comment),34,JHU
prone,Prone;Reverse Trendelenburg;Pillow support;Head right,34,JHU
prone,Lying down;Prone;HOB flat,32,JHU
prone,Lying left side;Head right;Prone;Reverse Trendelenburg,32,JHU
prone,PRONE,32,JHU
prone,HOB equal/greater than 30 degrees;Prone;Reverse Trendelenburg,31,JHU
prone,Prone;Head right;Lying left side;Reverse Trendelenburg,31,JHU
prone,Turns self;Pillow support;Prone,31,JHU
prone,PRONE HEAD REPOSITIONED,30,JHU
prone,Prone;Reverse Trendelenburg;Head left;Lying right side,29,JHU
prone,Head right;Prone;Pillow support;Reverse Trendelenburg,28,JHU
prone,PRONED,27,JHU
prone,Prone;Lying left side;Head left,27,JHU
prone,Head left;Lying right side;Prone,26,JHU
prone,Prone;Head left;Lying left side,26,JHU
prone,prone,26,JHU
prone,Head right;Lying left side;Prone,25,JHU
prone,Lying down;Prone;HOB less than 30 degrees,25,JHU
prone,Lying right side;Head left;Prone;Reverse Trendelenburg,25,JHU
prone,Prone;Unable to reposition,25,JHU
prone,Prone;Head right;Pillow support,24,JHU
prone,Prone;Reverse Trendelenburg;Head right;Lying left side,24,JHU
prone,Head right;Prone;Pillow support,23,JHU
prone,Unable to reposition;Prone,23,JHU
prone,Head left;Lying left side;Pillow support;Prone;Reverse Trendelenburg,22,JHU
prone,Head left;Lying left side;Prone,22,JHU
prone,Head left;Prone;Pillow support;Reverse Trendelenburg,22,JHU
prone,Lying right side;Reverse Trendelenburg;Prone,22,JHU
prone,Prone;Head left;Pillow support,22,JHU
prone,Prone;Head right;Lying right side,22,JHU
prone,Prone;Lying right side;Head right,22,JHU
prone,Head left;Reverse Trendelenburg;Prone,21,JHU
prone,Head right;Lying right side;Pillow support;Prone;Reverse Trendelenburg,21,JHU
prone,Prone;Reverse Trendelenburg;HOB less than 30 degrees,21,JHU
prone,prone turn,21,JHU
prone,Prone;HOB flat;Reverse Trendelenburg,20,JHU
prone,Reverse Trendelenburg;Prone;Other (Comment),20,JHU
prone,Head right;Reverse Trendelenburg;Prone,19,JHU
prone,Head left;Prone;Pillow support,18,JHU
prone,Pillow support;Prone;Lying right side,18,JHU
prone,Prone;Reverse Trendelenburg;Other (Comment),18,JHU
prone,Prone;Pillow support;Reverse Trendelenburg;Head right,17,JHU
prone,Reverse Trendelenburg;Prone;Left lateral,17,JHU
prone,HOB less than 30 degrees;Prone;Reverse Trendelenburg,16,JHU
prone,Head right;Lying right side;Prone,16,JHU
prone,Head right;Prone;Lying left side,16,JHU
prone,Pillow support;Prone;Reverse Trendelenburg;Head left,16,JHU
prone,Pillow support;Reverse Trendelenburg;Prone,16,JHU
prone,Prone;Pillow support;Turns self,16,JHU
prone,Pt proned,16,JHU
prone,Head left;Lying right side;Prone;Reverse Trendelenburg;Pillow support,15,JHU
prone,Head left;Lying right side;Reverse Trendelenburg;Prone,15,JHU
prone,Head right;Lying right side;Pillow support;Prone,15,JHU
prone,Head right;Prone;Reverse Trendelenburg;Lying left side,15,JHU
prone,Lying left side;Prone;Other (Comment),15,JHU
prone,Lying left side;Reverse Trendelenburg;Prone,15,JHU
prone,Other (Comment);Prone,15,JHU
prone,PRONE head repositoned,15,JHU
prone,"PRONE, head repositioned",15,JHU
prone,Prone;Reverse Trendelenburg;Head right;Pillow support,15,JHU
prone,Prone;Reverse Trendelenburg;Pillow support;Head left;Lying right side,15,JHU
prone,Head right;Lying left side;Reverse Trendelenburg;Prone,14,JHU
prone,Lying left side;Head right;Prone,14,JHU
prone,Prone;Head right;Pillow support;Reverse Trendelenburg,14,JHU
prone,Prone;Head right;Reverse Trendelenburg;Pillow support,14,JHU
prone,Prone;Lying left side;Pillow support;Reverse Trendelenburg,14,JHU
prone,Prone;Reverse Trendelenburg;Other (comment),14,JHU
prone,Prone;Reverse Trendelenburg;Pillow support;Head right;Lying left side,14,JHU
prone,Reverse Trendelenburg;Prone;Head right,14,JHU
prone,prone head repositioned,14,JHU
prone,Head left;Pillow support;Prone,13,JHU
prone,Head left;Prone;Lying right side,13,JHU
prone,Head right;Pillow support;Prone,13,JHU
prone,Lying right side;Head left;Prone,13,JHU
prone,Lying right side;Pillow support;Prone;Reverse Trendelenburg,13,JHU
prone,Prone;Pillow support;Lying right side;Head left,13,JHU
prone,Prone;Reverse Trendelenburg;Lying right side;Head right,13,JHU
prone,Prone;Trendelenburg;HOB flat,13,JHU
prone,Prone;Turns self;Pillow support,13,JHU
prone,Reverse Trendelenburg;Prone;Head left,13,JHU
prone,Reverse Trendelenburg;Prone;Pillow support;Head right,13,JHU
prone,Reverse Trendelenburg;Prone;Right lateral,13,JHU
prone,Head right;Lying left side;Prone;Reverse Trendelenburg;Pillow support,12,JHU
prone,Head right;Pillow support;Reverse Trendelenburg;Prone,12,JHU
prone,Lying down;HOB less than 30 degrees;Prone,12,JHU
prone,Prone;Pillow support;Reverse Trendelenburg;Head left,12,JHU
prone,Prone;Refused by patient,12,JHU
prone,Prone;Reverse Trendelenburg;Head left;Pillow support,12,JHU
prone,Reverse Trendelenburg;Pillow support;Prone,12,JHU
prone,HOB equal/greater than 30 degrees;Reverse Trendelenburg;Prone,11,JHU
prone,Head left;Pillow support;Reverse Trendelenburg;Prone,11,JHU
prone,Head left;Prone;Reverse Trendelenburg;Lying right side,11,JHU
prone,Left lateral;HOB equal/greater than 30 degrees;Prone,11,JHU
prone,Lying right side;Prone;Other (Comment),11,JHU
prone,Pillow support;Prone;Reverse Trendelenburg;Head right,11,JHU
prone,Prone;Lying right side;Pillow support;Reverse Trendelenburg,11,JHU
prone,Prone;Reverse Trendelenburg;HOB flat,11,JHU
prone,Prone;Reverse Trendelenburg;Lying left side;Head left,11,JHU
prone,PRONE Head repositioned,10,JHU
prone,Prone;Head left;Reverse Trendelenburg;Pillow support,10,JHU
prone,Prone;Head right;Lying right side;Reverse Trendelenburg,10,JHU
prone,Reverse Trendelenburg;Prone;Pillow support;Head left,10,JHU
prone,Turns self;Prone;Lying right side,10,JHU
prone,Turns self;Prone;Reverse Trendelenburg,10,JHU
prone,patient proned,10,JHU
prone,Head left;Lying left side;Pillow support;Prone,9,JHU
prone,Lying down;HOB flat;Prone;Reverse Trendelenburg,9,JHU
prone,Lying left side;Head left;Prone,9,JHU
prone,Lying right side;Head right;Prone;Reverse Trendelenburg,9,JHU
prone,PRONE head repostioned,9,JHU
prone,Prone;Pillow support;Unable to reposition,9,JHU
prone,Prone;Reverse Trendelenburg;Head right;Lying right side,9,JHU
prone,Reverse Trendelenburg;Prone;Lying right side,9,JHU
prone,repositioned proned patient,9,JHU
prone,Lying left side;Head right;Reverse Trendelenburg;Prone,8,JHU
prone,Lying right side;Prone;Reverse Trendelenburg;Head left,8,JHU
prone,PRONE HEAD repositioned,8,JHU
prone,PT PRONED,8,JHU
prone,Pillow support;Prone;Other (Comment),8,JHU
prone,Prone;HOB equal/greater than 30 degrees;Reverse Trendelenburg,8,JHU
prone,Prone;Reverse Trendelenburg;Pillow support;Lying left side,8,JHU
prone,Right lateral;HOB equal/greater than 30 degrees;Prone,8,JHU
prone,Right lateral;Reverse Trendelenburg;Prone,8,JHU
prone,Unable to reposition;Prone;Reverse Trendelenburg,8,JHU
prone,HOB flat;Reverse Trendelenburg;Prone,7,JHU
prone,Head left;Reverse Trendelenburg;Prone;Pillow support,7,JHU
prone,Head right;Lying left side;Pillow support;Prone,7,JHU
prone,Lying down;HOB flat;Prone,7,JHU
prone,Lying right side;Head right;Prone,7,JHU
prone,PRONE HEAD REPOSITONED,7,JHU
prone,Prone;Head left;Lying left side;Reverse Trendelenburg,7,JHU
prone,Prone;Lying left side;Head left;Reverse Trendelenburg,7,JHU
prone,Prone;Lying right side;Reverse Trendelenburg;Pillow support,7,JHU
prone,Prone;Other (Comment);Pillow support,7,JHU
prone,Prone;Reverse Trendelenburg;Head left;Lying left side,7,JHU
prone,Reverse Trendelenburg;Prone;Lying left side,7,JHU
prone,turning proned patient,7,JHU
prone,HOB equal/greater than 30 degrees;Prone;Left lateral,6,JHU
prone,Head right;Prone;Reverse Trendelenburg;Lying right side,6,JHU
prone,Left lateral;Reverse Trendelenburg;Prone,6,JHU
prone,Lying left side;Head left;Pillow support;Prone;Reverse Trendelenburg,6,JHU
prone,Lying left side;Pillow support;Prone;Reverse Trendelenburg,6,JHU
prone,Lying left side;Prone;Reverse Trendelenburg;Head right,6,JHU
prone,Lying right side;Head left;Reverse Trendelenburg;Prone,6,JHU
prone,Patient proned,6,JHU
prone,Pillow support;Prone;Turns self,6,JHU
prone,Prone;Head left;Pillow support;Reverse Trendelenburg,6,JHU
prone,Prone;Left lateral;HOB less than 30 degrees,6,JHU
prone,Prone;Lying down;Reverse Trendelenburg,6,JHU
prone,Prone;Pillow support;Lying left side;Head right,6,JHU
prone,Prone;Reverse Trendelenburg;Turns self,6,JHU
prone,Prone;Right lateral;HOB equal/greater than 30 degrees,6,JHU
prone,Pt. proned,6,JHU
prone,Refused by patient;Prone,6,JHU
prone,Reverse Trendelenburg;Prone;HOB equal/greater than 30 degrees,6,JHU
prone,Reverse Trendelenburg;Prone;Lying right side;Head left,6,JHU
prone,Turns self;Lying right side;Prone,6,JHU
prone,Turns self;Prone;Lying left side,6,JHU
prone,head turn prone,6,JHU
prone,head turn; prone position,6,JHU
prone,Head left;Lying left side;Prone;Reverse Trendelenburg;Pillow support,5,JHU
prone,Head left;Lying left side;Reverse Trendelenburg;Prone,5,JHU
prone,Head left;Lying right side;Prone;Pillow support;Reverse Trendelenburg,5,JHU
prone,Head right;Prone;Lying right side,5,JHU
prone,Lying left side;Head left;Prone;Reverse Trendelenburg,5,JHU
prone,Lying left side;Prone;Pillow support;Reverse Trendelenburg,5,JHU
prone,PRONE HEAD REPOSTIONED,5,JHU
prone,Pillow support;Prone;Head left,5,JHU
prone,Pillow support;Prone;Lying left side,5,JHU
prone,Pillow support;Reverse Trendelenburg;Prone;Head right,5,JHU
prone,Prone;Head midline,5,JHU
prone,Prone;Left lateral;HOB equal/greater than 30 degrees;Reverse Trendelenburg,5,JHU
prone,Prone;Lying right side;Head right;Reverse Trendelenburg,5,JHU
prone,Prone;Reverse Trendelenburg;Left lateral;HOB equal/greater than 30 degrees,5,JHU
prone,Prone;Reverse Trendelenburg;Lying right side;Head left;Pillow support,5,JHU
prone,Prone;Reverse Trendelenburg;Lying right side;Pillow support,5,JHU
prone,Prone;Reverse Trendelenburg;Pillow support;Lying right side,5,JHU
prone,Prone;Right lateral;Reverse Trendelenburg;HOB equal/greater than 30 degrees,5,JHU
prone,Proned ,5,JHU
prone,Proned pt.,5,JHU
prone,Reverse Trendelenburg;Prone;Lying left side;Head right,5,JHU
prone,Unable to reposition;Head left;Pillow support;Prone,5,JHU
prone,Unable to reposition;Reverse Trendelenburg;Prone,5,JHU
prone,pt prone,5,JHU
prone,HOB equal/greater than 30 degrees;Prone;Right lateral,4,JHU
prone,Head left;Lying right side;Prone;Pillow support,4,JHU
prone,Head left;Prone;Pillow support;Reverse Trendelenburg;Other (Comment),4,JHU
prone,Head right;Lying left side;Pillow support;Reverse Trendelenburg;Prone,4,JHU
prone,Head right;Lying left side;Prone;Pillow support;Reverse Trendelenburg,4,JHU
prone,Left lateral;HOB less than 30 degrees;Prone;Reverse Trendelenburg,4,JHU
prone,Lying left side;Head left;Reverse Trendelenburg;Prone,4,JHU
prone,Lying left side;Prone;Head left,4,JHU
prone,Lying right side;Prone;Head right,4,JHU
prone,PRONE  head repositioned,4,JHU
prone,"PRONE, repositioned head",4,JHU
prone,Patient Proned,4,JHU
prone,Pillow support;Head right;Prone;Reverse Trendelenburg,4,JHU
prone,Pillow support;Prone;Reverse Trendelenburg;Lying right side,4,JHU
prone,Prone;HOB flat;Left lateral,4,JHU
prone,Prone;HOB self-regulated,4,JHU
prone,Prone;Head right;Lying left side;Pillow support;Reverse Trendelenburg,4,JHU
prone,Prone;Head right;Other (Comment),4,JHU
prone,Prone;Lying right side;Turns self,4,JHU
prone,Prone;Pillow support;Head right;Lying left side,4,JHU
prone,Prone;Pillow support;Reverse Trendelenburg;Head left;Lying right side,4,JHU
prone,Prone;Pillow support;Reverse Trendelenburg;Head right;Lying left side,4,JHU
prone,Prone;Reverse Trendelenburg;Right lateral;HOB equal/greater than 30 degrees,4,JHU
prone,Prone;Reverse Trendelenburg;Unable to reposition,4,JHU
prone,Prone;Right lateral;HOB equal/greater than 30 degrees;Reverse Trendelenburg,4,JHU
prone,Prone;Turns self;Lying left side,4,JHU
prone,Pt PRONED,4,JHU
prone,Pt Proned,4,JHU
prone,Pt prone. Head turned. Right side down.,4,JHU
prone,Reverse Trendelenburg;Left lateral;Prone,4,JHU
prone,Reverse Trendelenburg;Prone;HOB flat,4,JHU
prone,Reverse Trendelenburg;Prone;Head left;Lying right side;Pillow support,4,JHU
prone,Reverse Trendelenburg;Right lateral;Prone,4,JHU
prone,Right lateral;HOB less than 30 degrees;Prone;Reverse Trendelenburg,4,JHU
prone,Turns self;Lying left side;Prone;Pillow support,4,JHU
prone,Unable to reposition;Prone;Reverse Trendelenburg;Pillow support,4,JHU
prone,head turn/ proned,4,JHU
prone,pt in prone position; SBP likely inaccurate,4,JHU
prone,turned proned patient,4,JHU
prone,HOB equal/greater than 30 degrees;Right lateral;Prone;Reverse Trendelenburg,3,JHU
prone,Head left;Lying left side;Prone;Pillow support,3,JHU
prone,Head left;Lying left side;Prone;Pillow support;Reverse Trendelenburg,3,JHU
prone,Head left;Lying right side;Pillow support;Prone,3,JHU
prone,Head left;Pillow support;Prone;Reverse Trendelenburg;Other (Comment),3,JHU
prone,Head left;Prone;Reverse Trendelenburg;Lying left side,3,JHU
prone,Head right;Lying left side;Pillow support;Prone;Reverse Trendelenburg;Unable to reposition,3,JHU
prone,Head right;Lying right side;Pillow support;Reverse Trendelenburg;Prone,3,JHU
prone,Head right;Lying right side;Prone;Pillow support,3,JHU
prone,Head right;Lying right side;Prone;Reverse Trendelenburg;Pillow support,3,JHU
prone,Head right;Prone;Lying left side;Reverse Trendelenburg,3,JHU
prone,Head right;Reverse Trendelenburg;Prone;Pillow support,3,JHU
prone,Lying down;HOB equal/greater than 30 degrees;Prone;Reverse Trendelenburg,3,JHU
prone,Lying down;Prone;Other (comment),3,JHU
prone,Lying left side;Head left;Pillow support;Prone,3,JHU
prone,Lying left side;Head right;Pillow support;Reverse Trendelenburg;Prone,3,JHU
prone,Lying left side;Other (Comment);Prone,3,JHU
prone,Lying left side;Prone;Head right,3,JHU
prone,Lying left side;Prone;Turns self,3,JHU
prone,Lying right side;Other (Comment);Prone,3,JHU
prone,Lying right side;Prone;Reverse Trendelenburg;Pillow support,3,JHU
prone,Lying right side;Prone;Turns self,3,JHU
prone,PRONE TURN,3,JHU
prone,PRONE head turn,3,JHU
prone,"PRONE, HEAD REPOSITIONED",3,JHU
prone,Pillow support;Head right;Prone,3,JHU
prone,Pillow support;Prone;Head left;Lying right side,3,JHU
prone,Pillow support;Prone;Head right;Lying left side,3,JHU
prone,Pillow support;Reverse Trendelenburg;Prone;Head left,3,JHU
prone,Pillow support;Reverse Trendelenburg;Prone;Head left;Lying right side,3,JHU
prone,Pillow support;Turns self;Prone,3,JHU
prone,Prone position,3,JHU
prone,Prone. Turned onto right side.,3,JHU
prone,Prone;HOB equal/greater than 30 degrees;Left lateral,3,JHU
prone,Prone;HOB less than 30 degrees;Left lateral,3,JHU
prone,Prone;HOB less than 30 degrees;Reverse Trendelenburg,3,JHU
prone,Prone;Head left;Lying right side;Reverse Trendelenburg;Pillow support,3,JHU
prone,Prone;Head left;Other (Comment),3,JHU
prone,Prone;Head right;Lying left side;Pillow support,3,JHU
prone,Prone;Head right;Unable to reposition,3,JHU
prone,Prone;Left lateral;HOB equal/greater than 30 degrees,3,JHU
prone,Prone;Left lateral;HOB flat,3,JHU
prone,Prone;Left lateral;Reverse Trendelenburg;HOB equal/greater than 30 degrees,3,JHU
prone,Prone;Lying left side;Reverse Trendelenburg;Head right,3,JHU
prone,Prone;Lying left side;Reverse Trendelenburg;Pillow support,3,JHU
prone,Prone;Lying left side;Turns self,3,JHU
prone,Prone;Lying right side;Reverse Trendelenburg;Other (Comment),3,JHU
prone,Prone;Other (Comment);Lying right side,3,JHU
prone,Prone;Pillow support;Head left;Lying left side,3,JHU
prone,Prone;Pillow support;Head left;Lying right side,3,JHU
prone,Prone;Pillow support;Head right;Reverse Trendelenburg,3,JHU
prone,Prone;Pillow support;Refused by patient,3,JHU
prone,Prone;Reverse Trendelenburg;HOB equal/greater than 30 degrees;Left lateral,3,JHU
prone,Prone;Reverse Trendelenburg;Head left;Lying right side;Pillow support,3,JHU
prone,Prone;Reverse Trendelenburg;Lying left side;Head right;Pillow support,3,JHU
prone,Prone;Reverse Trendelenburg;Lying left side;Other (Comment),3,JHU
prone,Prone;Reverse Trendelenburg;Lying left side;Pillow support,3,JHU
prone,Prone;Reverse Trendelenburg;Pillow support;Other (Comment),3,JHU
prone,Prone;Right lateral;HOB flat,3,JHU
prone,Prone;Turns self;Lying right side,3,JHU
prone,Prone;Unable to reposition;Pillow support,3,JHU
prone,Prone;Up in chair,3,JHU
prone,Pt proned ,3,JHU
prone,Pt proned. Head turned,3,JHU
prone,Reverse Trendelenburg;Prone;Head left;Pillow support,3,JHU
prone,Reverse Trendelenburg;Prone;Head right;Lying left side;Pillow support,3,JHU
prone,Reverse Trendelenburg;Prone;Head right;Pillow support,3,JHU
prone,Right lateral;HOB equal/greater than 30 degrees;Reverse Trendelenburg;Prone,3,JHU
prone,Turns self;Prone;Other (Comment),3,JHU
prone,Unable to reposition;Head left;Prone;Reverse Trendelenburg,3,JHU
prone,Unable to reposition;Head right;Prone,3,JHU
prone,Unable to reposition;Lying right side;Prone;Reverse Trendelenburg,3,JHU
prone,Unable to reposition;Prone;Lying right side;Reverse Trendelenburg,3,JHU
prone,patient prone,3,JHU
prone,post prone assessment,3,JHU
prone,prone head turn completed,3,JHU
prone,proned ,3,JHU
prone,proned pt,3,JHU
prone,pt self proned,3,JHU
prone,HEAD TURNED WHILE PRONE,2,JHU
prone,HOB equal/greater than 30 degrees;Left lateral;Prone,2,JHU
prone,HOB equal/greater than 30 degrees;Left lateral;Prone;Reverse Trendelenburg,2,JHU
prone,HOB equal/greater than 30 degrees;Lying down;Prone,2,JHU
prone,HOB flat;Lying down;Prone,2,JHU
prone,HOB less than 30 degrees;Reverse Trendelenburg;Prone,2,JHU
prone,HOB self-regulated;Prone,2,JHU
prone,Half proned,2,JHU
prone,Head left;Lying right side;Pillow support;Prone;Reverse Trendelenburg;Unable to reposition,2,JHU
prone,Head left;Lying right side;Prone;Pillow support;Reverse Trendelenburg;Unable to reposition,2,JHU
prone,Head left;Lying right side;Reverse Trendelenburg;Prone;Pillow support,2,JHU
prone,Head left;Lying right side;Reverse Trendelenburg;Trendelenburg;Prone,2,JHU
prone,Head left;Pillow support;Prone;Reverse Trendelenburg;Lying left side,2,JHU
prone,Head left;Prone;Lying left side,2,JHU
prone,Head left;Prone;Reverse Trendelenburg;Other (Comment),2,JHU
prone,Head left;Prone;Reverse Trendelenburg;Unable to reposition,2,JHU
prone,Head left;Prone;Trendelenburg,2,JHU
prone,Head right;Lying left side;Prone;Pillow support,2,JHU
prone,Head right;Lying left side;Prone;Reverse Trendelenburg;Trendelenburg,2,JHU
prone,Head right;Lying left side;Prone;Trendelenburg,2,JHU
prone,Head right;Lying left side;Reverse Trendelenburg;Prone;Pillow support,2,JHU
prone,Head right;Lying right side;Prone;Trendelenburg,2,JHU
prone,Head right;Lying right side;Reverse Trendelenburg;Prone,2,JHU
prone,Head right;Pillow support;Prone;Lying left side,2,JHU
prone,Head right;Prone;Lying left side;Reverse Trendelenburg;Pillow support,2,JHU
prone,Head right;Prone;Lying right side;Reverse Trendelenburg,2,JHU
prone,Head right;Prone;Other (Comment),2,JHU
prone,Head right;Prone;Pillow support;Lying right side,2,JHU
prone,Head right;Prone;Reverse Trendelenburg;Pillow support;Lying left side,2,JHU
prone,Head right;Prone;Reverse Trendelenburg;Pillow support;Other (Comment),2,JHU
prone,Head right;Prone;Reverse Trendelenburg;Unable to reposition,2,JHU
prone,Head right;Prone;Trendelenburg,2,JHU
prone,Head right;Reverse Trendelenburg;Pillow support;Prone,2,JHU
prone,Head right;Reverse Trendelenburg;Prone;Pillow support;Lying right side,2,JHU
prone,Head turn- Prone posn.,2,JHU
prone,Left lateral;HOB less than 30 degrees;Prone,2,JHU
prone,Lying down;Left lateral;Prone;HOB self-regulated,2,JHU
prone,Lying down;Prone;Trendelenburg,2,JHU
prone,Lying down;Reverse Trendelenburg;Prone,2,JHU
prone,Lying left side;Head right;Pillow support;Prone;Reverse Trendelenburg,2,JHU
prone,Lying left side;Pillow support;Prone;Other (Comment),2,JHU
prone,Lying left side;Prone;Reverse Trendelenburg;Pillow support,2,JHU
prone,Lying right side;Head left;Pillow support;Prone;Reverse Trendelenburg,2,JHU
prone,Lying right side;Head left;Prone;Pillow support,2,JHU
prone,Lying right side;Head right;Pillow support;Prone;Reverse Trendelenburg,2,JHU
prone,Lying right side;Pillow support;Prone;Other (Comment),2,JHU
prone,Lying right side;Prone;Head left,2,JHU
prone,Lying right side;Prone;Pillow support;Reverse Trendelenburg,2,JHU
prone,Lying right side;Reverse Trendelenburg;Pillow support;Prone,2,JHU
prone,Other (Comment);Pillow support;Prone,2,JHU
prone,Other (Comment);Prone;Lying right side,2,JHU
prone,Other (Comment);Prone;Reverse Trendelenburg,2,JHU
prone,PRONE HEAD TURN,2,JHU
prone,PRONED PATIENT,2,JHU
prone,Pillow support;Lying right side;Prone,2,JHU
prone,Pillow support;Prone;Reverse Trendelenburg;Head left;Lying left side,2,JHU
prone,Pillow support;Prone;Reverse Trendelenburg;Head right;Lying left side,2,JHU
prone,Pillow support;Prone;Reverse Trendelenburg;Head right;Lying right side,2,JHU
prone,Pillow support;Prone;Unable to reposition,2,JHU
prone,Post Prone,2,JHU
prone,Prone ,2,JHU
prone,Prone. Turned onto right side,2,JHU
prone,Prone;HOB equal/greater than 30 degrees;Left lateral;Reverse Trendelenburg,2,JHU
prone,Prone;HOB equal/greater than 30 degrees;Right lateral,2,JHU
prone,Prone;HOB flat;Right lateral,2,JHU
prone,Prone;HOB less than 30 degrees;Right lateral,2,JHU
prone,Prone;Head left;Lying left side;Pillow support;Reverse Trendelenburg,2,JHU
prone,Prone;Head left;Lying left side;Reverse Trendelenburg;Pillow support,2,JHU
prone,Prone;Head left;Lying right side;Pillow support,2,JHU
prone,Prone;Head left;Reverse Trendelenburg;Lying left side,2,JHU
prone,Prone;Head left;Reverse Trendelenburg;Lying right side,2,JHU
prone,Prone;Head left;Trendelenburg,2,JHU
prone,Prone;Head left;Unable to reposition,2,JHU
prone,Prone;Head right;Lying right side;Other (Comment),2,JHU
prone,Prone;Head right;Pillow support;Lying left side,2,JHU
prone,Prone;Head right;Pillow support;Lying left side;Reverse Trendelenburg,2,JHU
prone,Prone;Head right;Trendelenburg,2,JHU
prone,Prone;Left lateral;Reverse Trendelenburg;Other (comment),2,JHU
prone,Prone;Lying down;HOB equal/greater than 30 degrees,2,JHU
prone,Prone;Lying left side;Head right;Reverse Trendelenburg;Pillow support,2,JHU
prone,Prone;Lying left side;Trendelenburg,2,JHU
prone,Prone;Lying right side;Head left;Trendelenburg,2,JHU
prone,Prone;Lying right side;Head right;Pillow support,2,JHU
prone,Prone;Lying right side;Head right;Pillow support;Reverse Trendelenburg,2,JHU
prone,Prone;Lying right side;Reverse Trendelenburg;Head left,2,JHU
prone,Prone;Lying right side;Trendelenburg,2,JHU
prone,Prone;Other (Comment);Lying left side,2,JHU
prone,Prone;Pillow support;Head left;Reverse Trendelenburg,2,JHU
prone,Prone;Pillow support;Head midline,2,JHU
prone,Prone;Pillow support;Lying left side;Head left,2,JHU
prone,Prone;Pillow support;Lying right side;Head right,2,JHU
prone,Prone;Pillow support;Reverse Trendelenburg;Lying left side,2,JHU
prone,Prone;Pillow support;Reverse Trendelenburg;Lying right side;Head left,2,JHU
prone,Prone;Reverse Trendelenburg;HOB equal/greater than 30 degrees;Other (comment),2,JHU
prone,Prone;Reverse Trendelenburg;HOB equal/greater than 30 degrees;Right lateral,2,JHU
